ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
CA-2012-119907;01-12-2012;08-12-2012;Classe Padrao;Medio
CA-2013-162614;08-10-2013;14-10-2013;Classe Padrao;Baixo
CA-2012-110093;03-12-2012;08-12-2012;Classe Padrao;Medio
LY-2014-3610;16-07-2014;19-07-2014;Primeira Classe;Medio
AL-2011-4500;01-11-2011;05-11-2011;Classe Padrao;Medio
RO-2013-6290;28-10-2013;04-11-2013;Classe Padrao;Medio
NI-2014-3370;30-12-2014;04-01-2015;Classe Padrao;Medio
MX-2012-166345;29-10-2012;05-11-2012;Classe Padrao;Medio
MX-2013-116848;27-06-2013;02-07-2013;Classe Padrao;Medio
MX-2012-130022;31-10-2012;03-11-2012;Primeira Classe;Alto
US-2012-145758;27-10-2012;31-10-2012;Classe Padrao;Alto
MX-2013-120670;19-09-2013;24-09-2013;Segunda Classe;Medio
ES-2012-3482924;07-09-2012;12-09-2012;Classe Padrao;Alto
ES-2013-3907928;21-09-2013;23-09-2013;Primeira Classe;Alto
ES-2013-3561047;28-08-2013;03-09-2013;Classe Padrao;Medio
ES-2012-1157133;23-04-2012;27-04-2012;Classe Padrao;Medio
ID-2013-47141;09-07-2013;14-07-2013;Classe Padrao;Medio
ID-2011-77696;10-05-2011;14-05-2011;Classe Padrao;Medio
IN-2014-85123;26-05-2014;01-06-2014;Classe Padrao;Medio
CA-2014-163020;16-09-2014;20-09-2014;Classe Padrao;Medio
CA-2013-101378;15-07-2013;15-07-2013;Mesmo Dia;Alto
CA-2012-160864;03-05-2012;06-05-2012;Primeira Classe;Alto
CA-2014-102659;10-12-2014;16-12-2014;Classe Padrao;Medio
SF-2014-3760;22-10-2014;27-10-2014;Classe Padrao;Medio
KE-2012-8250;01-11-2012;06-11-2012;Classe Padrao;Medio
RS-2012-8930;10-09-2012;13-09-2012;Primeira Classe;Critico
TU-2013-9220;28-08-2013;02-09-2013;Classe Padrao;Medio
EG-2011-6700;14-09-2011;18-09-2011;Classe Padrao;Alto
MX-2013-157014;02-08-2013;06-08-2013;Classe Padrao;Medio
ES-2013-1649379;08-06-2013;12-06-2013;Classe Padrao;Medio
ES-2014-4625663;13-01-2014;17-01-2014;Classe Padrao;Medio
IN-2014-16929;06-09-2014;10-09-2014;Segunda Classe;Medio
IN-2013-57480;16-08-2013;18-08-2013;Segunda Classe;Medio
ID-2012-41184;18-04-2012;20-04-2012;Primeira Classe;Medio
ID-2011-54176;03-05-2011;09-05-2011;Classe Padrao;Medio
IN-2014-86964;06-06-2014;12-06-2014;Classe Padrao;Medio
CA-2014-137456;22-12-2014;22-12-2014;Mesmo Dia;Medio
CA-2012-169278;21-05-2012;25-05-2012;Classe Padrao;Medio
CA-2013-101742;24-09-2013;29-09-2013;Segunda Classe;Medio
TU-2013-8130;26-04-2013;29-04-2013;Segunda Classe;Medio
NI-2013-680;13-05-2013;19-05-2013;Classe Padrao;Medio
EG-2012-6410;13-01-2012;15-01-2012;Segunda Classe;Alto
CA-2013-6080;25-09-2013;29-09-2013;Classe Padrao;Medio
MX-2014-145191;16-10-2014;20-10-2014;Classe Padrao;Medio
MX-2012-101833;07-03-2012;12-03-2012;Classe Padrao;Medio
IN-2014-60168;02-01-2014;06-01-2014;Classe Padrao;Medio
ID-2014-76891;25-08-2014;28-08-2014;Primeira Classe;Alto
ID-2011-17720;11-03-2011;13-03-2011;Segunda Classe;Critico
CA-2014-101049;22-06-2014;26-06-2014;Segunda Classe;Medio
CA-2013-116232;23-09-2013;27-09-2013;Classe Padrao;Alto
CA-2014-142671;11-11-2014;15-11-2014;Segunda Classe;Alto
SF-2014-2650;11-01-2014;13-01-2014;Segunda Classe;Alto
ZI-2014-3570;24-11-2014;30-11-2014;Classe Padrao;Medio
SF-2013-1600;09-03-2013;13-03-2013;Classe Padrao;Alto
SA-2013-6690;06-02-2013;13-02-2013;Classe Padrao;Medio
MX-2013-120558;30-10-2013;31-10-2013;Primeira Classe;Alto
US-2011-153472;23-04-2011;27-04-2011;Classe Padrao;Alto
ES-2014-5505620;30-10-2014;03-11-2014;Classe Padrao;Medio
CA-2011-133270;06-06-2011;09-06-2011;Primeira Classe;Alto
CA-2012-151624;08-09-2012;14-09-2012;Classe Padrao;Medio
CA-2011-118304;29-04-2011;04-05-2011;Classe Padrao;Medio
EG-2014-9160;25-11-2014;29-11-2014;Classe Padrao;Alto
NI-2011-2660;18-11-2011;23-11-2011;Classe Padrao;Alto
US-2013-109491;06-05-2013;10-05-2013;Classe Padrao;Alto
MX-2014-150343;26-09-2014;02-10-2014;Classe Padrao;Medio
US-2014-129357;17-11-2014;24-11-2014;Classe Padrao;Baixo
ES-2013-5682943;29-08-2013;03-09-2013;Segunda Classe;Alto
IN-2012-13037;19-07-2012;25-07-2012;Classe Padrao;Medio
ID-2013-20240;16-01-2013;18-01-2013;Segunda Classe;Alto
IN-2014-62268;07-10-2014;13-10-2014;Classe Padrao;Medio
IN-2014-86194;05-11-2014;09-11-2014;Classe Padrao;Medio
CA-2012-143602;25-04-2012;28-04-2012;Segunda Classe;Critico
US-2014-104955;20-03-2014;25-03-2014;Classe Padrao;Medio
CA-2014-158120;18-11-2014;22-11-2014;Classe Padrao;Medio
CA-2012-121132;17-07-2012;24-07-2012;Classe Padrao;Baixo
MZ-2012-9980;28-04-2012;02-05-2012;Segunda Classe;Medio
SA-2013-2010;14-09-2013;18-09-2013;Classe Padrao;Medio
KE-2011-2920;11-08-2011;13-08-2011;Primeira Classe;Medio
SA-2011-7370;23-01-2011;27-01-2011;Classe Padrao;Medio
TU-2014-9220;21-10-2014;21-10-2014;Mesmo Dia;Alto
UP-2012-8260;29-05-2012;03-06-2012;Classe Padrao;Medio
MX-2013-147921;03-12-2013;07-12-2013;Classe Padrao;Medio
ES-2014-4799283;24-01-2014;29-01-2014;Classe Padrao;Medio
ID-2014-34737;18-03-2014;25-03-2014;Classe Padrao;Baixo
CA-2013-120859;02-09-2013;05-09-2013;Primeira Classe;Medio
US-2011-107405;21-03-2011;25-03-2011;Classe Padrao;Alto
US-2012-129553;27-07-2012;02-08-2012;Classe Padrao;Medio
US-2014-119319;07-11-2014;10-11-2014;Segunda Classe;Medio
IV-2014-8670;01-12-2014;06-12-2014;Classe Padrao;Medio
MX-2014-166919;06-05-2014;10-05-2014;Classe Padrao;Medio
MX-2014-126235;19-06-2014;23-06-2014;Segunda Classe;Medio
ES-2012-2468555;06-04-2012;13-04-2012;Classe Padrao;Medio
ES-2011-2140658;25-03-2011;27-03-2011;Segunda Classe;Alto
IN-2014-73944;22-10-2014;26-10-2014;Classe Padrao;Medio
US-2013-101497;30-09-2013;02-10-2013;Segunda Classe;Alto
CA-2014-110625;24-12-2014;31-12-2014;Classe Padrao;Baixo
TU-2012-3190;22-03-2012;25-03-2012;Primeira Classe;Alto
MA-2011-7950;09-12-2011;14-12-2011;Classe Padrao;Medio
ZA-2014-300;10-09-2014;15-09-2014;Classe Padrao;Alto
RS-2014-1420;18-11-2014;25-11-2014;Classe Padrao;Medio
PL-2014-6410;26-07-2014;02-08-2014;Classe Padrao;Medio
SF-2014-6950;15-07-2014;20-07-2014;Segunda Classe;Medio
MX-2013-108679;26-12-2013;31-12-2013;Classe Padrao;Medio
MX-2013-147431;13-11-2013;20-11-2013;Classe Padrao;Medio
MX-2013-112718;22-02-2013;27-02-2013;Classe Padrao;Medio
MX-2014-166688;23-01-2014;28-01-2014;Segunda Classe;Medio
US-2012-150035;21-11-2012;26-11-2012;Classe Padrao;Medio
US-2012-105991;12-10-2012;16-10-2012;Classe Padrao;Medio
US-2012-106894;23-03-2012;29-03-2012;Classe Padrao;Medio
ES-2011-1950038;23-08-2011;27-08-2011;Classe Padrao;Medio
ID-2013-58579;19-12-2013;24-12-2013;Classe Padrao;Medio
CA-2014-158883;03-06-2014;04-06-2014;Mesmo Dia;Alto
US-2012-141684;29-06-2012;04-07-2012;Classe Padrao;Medio
CA-2014-122945;17-11-2014;23-11-2014;Classe Padrao;Medio
CA-2014-155362;18-12-2014;22-12-2014;Classe Padrao;Medio
TU-2011-1230;02-12-2011;03-12-2011;Primeira Classe;Critico
IZ-2013-1830;14-11-2013;16-11-2013;Primeira Classe;Critico
YM-2012-8660;03-01-2012;08-01-2012;Classe Padrao;Medio
ES-2014-2890715;01-09-2014;06-09-2014;Classe Padrao;Medio
IT-2013-2758255;24-09-2013;30-09-2013;Classe Padrao;Medio
IN-2012-81231;17-01-2012;24-01-2012;Classe Padrao;Medio
CA-2013-166163;16-08-2013;21-08-2013;Segunda Classe;Medio
US-2014-112928;02-06-2014;06-06-2014;Segunda Classe;Alto
CA-2014-138548;16-08-2014;22-08-2014;Classe Padrao;Medio
CA-2014-107342;18-12-2014;23-12-2014;Classe Padrao;Medio
CA-2012-167745;18-09-2012;23-09-2012;Classe Padrao;Medio
CA-2014-163566;04-08-2014;07-08-2014;Primeira Classe;Medio
CG-2012-520;10-10-2012;13-10-2012;Segunda Classe;Medio
KG-2014-8510;10-11-2014;16-11-2014;Classe Padrao;Medio
CA-2011-8330;22-06-2011;26-06-2011;Classe Padrao;Medio
CA-2011-3790;24-06-2011;27-06-2011;Primeira Classe;Medio
AG-2014-9240;07-11-2014;10-11-2014;Primeira Classe;Alto
MX-2011-122994;24-07-2011;31-07-2011;Classe Padrao;Medio
US-2013-120005;04-10-2013;07-10-2013;Primeira Classe;Alto
MX-2014-118689;26-05-2014;30-05-2014;Classe Padrao;Medio
ES-2014-1678899;04-08-2014;08-08-2014;Classe Padrao;Medio
ES-2011-2205486;01-02-2011;07-02-2011;Classe Padrao;Medio
ES-2012-4018910;05-11-2012;10-11-2012;Classe Padrao;Medio
ID-2013-67952;05-07-2013;09-07-2013;Classe Padrao;Medio
CA-2013-140564;06-12-2013;11-12-2013;Segunda Classe;Medio
JO-2014-320;26-08-2014;26-08-2014;Mesmo Dia;Medio
IZ-2012-4450;08-01-2012;09-01-2012;Primeira Classe;Medio
GH-2014-1510;10-09-2014;13-09-2014;Primeira Classe;Medio
US-2011-103590;20-12-2011;25-12-2011;Segunda Classe;Medio
MX-2014-102351;19-11-2014;24-11-2014;Classe Padrao;Medio
MX-2012-113285;17-09-2012;20-09-2012;Primeira Classe;Medio
US-2012-106586;11-06-2012;13-06-2012;Primeira Classe;Medio
IT-2014-4834701;13-11-2014;17-11-2014;Segunda Classe;Medio
IT-2014-2126630;04-11-2014;06-11-2014;Primeira Classe;Alto
IN-2013-68736;18-12-2013;18-12-2013;Mesmo Dia;Medio
ID-2014-83072;03-06-2014;10-06-2014;Classe Padrao;Medio
CA-2014-133333;19-09-2014;23-09-2014;Classe Padrao;Medio
CA-2011-141817;06-01-2011;13-01-2011;Classe Padrao;Baixo
CA-2013-169026;09-08-2013;14-08-2013;Classe Padrao;Alto
CA-2014-130526;27-11-2014;30-11-2014;Primeira Classe;Medio
CA-2011-115336;18-11-2011;25-11-2011;Classe Padrao;Baixo
CA-2011-147235;24-03-2011;28-03-2011;Classe Padrao;Alto
CA-2011-138513;23-05-2011;27-05-2011;Classe Padrao;Alto
SF-2012-6540;28-09-2012;02-10-2012;Classe Padrao;Medio
MO-2014-2060;27-12-2014;03-01-2015;Classe Padrao;Baixo
MX-2013-134859;02-07-2013;04-07-2013;Primeira Classe;Medio
ID-2013-46567;26-07-2013;30-07-2013;Classe Padrao;Alto
ID-2011-64704;30-08-2011;04-09-2011;Classe Padrao;Medio
IN-2014-30768;10-09-2014;15-09-2014;Classe Padrao;Medio
CA-2011-127012;11-08-2011;15-08-2011;Classe Padrao;Medio
CA-2014-164819;16-10-2014;20-10-2014;Segunda Classe;Medio
CA-2012-168809;25-08-2012;25-08-2012;Mesmo Dia;Alto
JO-2014-9770;14-08-2014;21-08-2014;Classe Padrao;Baixo
SU-2013-4590;26-03-2013;31-03-2013;Classe Padrao;Medio
MX-2014-152436;28-10-2014;04-11-2014;Classe Padrao;Medio
ES-2011-3401415;02-11-2011;07-11-2011;Classe Padrao;Medio
ES-2011-2867068;28-09-2011;30-09-2011;Segunda Classe;Alto
ID-2014-79313;05-04-2014;10-04-2014;Classe Padrao;Medio
ID-2014-41156;02-03-2014;06-03-2014;Classe Padrao;Alto
IN-2014-34863;18-03-2014;21-03-2014;Segunda Classe;Medio
CA-2012-119942;05-04-2012;07-04-2012;Primeira Classe;Medio
CA-2013-128811;13-09-2013;17-09-2013;Classe Padrao;Medio
KZ-2013-3640;19-06-2013;24-06-2013;Classe Padrao;Medio
US-2013-136301;19-10-2013;24-10-2013;Classe Padrao;Medio
US-2012-105438;07-04-2012;07-04-2012;Mesmo Dia;Alto
US-2012-107741;20-03-2012;26-03-2012;Classe Padrao;Medio
MX-2014-162117;02-06-2014;05-06-2014;Primeira Classe;Medio
MX-2012-143091;02-06-2012;06-06-2012;Classe Padrao;Medio
MX-2012-160612;28-12-2012;02-01-2013;Classe Padrao;Medio
IT-2011-1573599;17-11-2011;22-11-2011;Classe Padrao;Medio
IN-2012-35682;12-12-2012;17-12-2012;Classe Padrao;Medio
CA-2011-167164;13-05-2011;15-05-2011;Segunda Classe;Medio
CA-2012-164833;04-06-2012;04-06-2012;Mesmo Dia;Alto
CA-2012-145065;12-12-2012;15-12-2012;Primeira Classe;Medio
CA-2013-133144;17-05-2013;22-05-2013;Segunda Classe;Medio
CA-2011-126907;01-11-2011;08-11-2011;Classe Padrao;Baixo
CA-2011-103800;04-01-2011;08-01-2011;Classe Padrao;Alto
AO-2014-2730;25-09-2014;30-09-2014;Classe Padrao;Medio
SF-2014-2770;28-05-2014;02-06-2014;Classe Padrao;Medio
NI-2013-5550;30-03-2013;03-04-2013;Segunda Classe;Medio
CA-2013-5590;08-11-2013;12-11-2013;Classe Padrao;Medio
US-2013-119928;24-12-2013;27-12-2013;Segunda Classe;Medio
US-2014-134292;14-12-2014;20-12-2014;Classe Padrao;Medio
MX-2014-121377;19-03-2014;23-03-2014;Classe Padrao;Alto
US-2013-115308;20-11-2013;23-11-2013;Segunda Classe;Alto
ID-2013-68757;11-12-2013;17-12-2013;Classe Padrao;Medio
ID-2014-20128;26-11-2014;02-12-2014;Classe Padrao;Medio
IN-2012-47316;12-12-2012;17-12-2012;Classe Padrao;Medio
IN-2013-12407;18-03-2013;22-03-2013;Classe Padrao;Medio
IN-2013-56521;07-08-2013;10-08-2013;Segunda Classe;Alto
ID-2014-81679;23-04-2014;27-04-2014;Classe Padrao;Medio
ID-2011-81357;31-10-2011;03-11-2011;Segunda Classe;Medio
CA-2013-155481;02-09-2013;06-09-2013;Classe Padrao;Medio
CA-2013-102932;20-09-2013;24-09-2013;Segunda Classe;Alto
CA-2013-163398;04-05-2013;09-05-2013;Classe Padrao;Medio
CA-2014-167542;14-08-2014;21-08-2014;Classe Padrao;Baixo
CA-2011-109904;14-07-2011;17-07-2011;Segunda Classe;Medio
US-2014-114356;21-08-2014;27-08-2014;Classe Padrao;Medio
BO-2014-4120;25-12-2014;27-12-2014;Segunda Classe;Critico
CA-2014-4270;15-08-2014;16-08-2014;Primeira Classe;Medio
US-2012-143994;19-03-2012;23-03-2012;Classe Padrao;Alto
MX-2012-104276;20-04-2012;20-04-2012;Mesmo Dia;Alto
MX-2012-119641;30-07-2012;02-08-2012;Segunda Classe;Medio
IT-2011-3284965;21-02-2011;25-02-2011;Classe Padrao;Medio
ES-2013-1594400;11-04-2013;15-04-2013;Classe Padrao;Medio
ES-2014-2810919;02-12-2014;08-12-2014;Classe Padrao;Medio
IT-2014-1792968;15-12-2014;17-12-2014;Primeira Classe;Medio
IN-2014-54281;21-05-2014;27-05-2014;Classe Padrao;Medio
IN-2014-54148;22-04-2014;26-04-2014;Classe Padrao;Medio
CA-2014-153339;04-11-2014;06-11-2014;Segunda Classe;Alto
CA-2011-126522;01-09-2011;05-09-2011;Segunda Classe;Alto
CA-2011-148950;14-12-2011;19-12-2011;Classe Padrao;Medio
CA-2013-116540;03-09-2013;03-09-2013;Mesmo Dia;Critico
US-2014-141698;16-04-2014;22-04-2014;Classe Padrao;Medio
CA-2014-135111;29-12-2014;03-01-2015;Classe Padrao;Medio
US-2012-106873;24-09-2012;29-09-2012;Segunda Classe;Medio
IR-2012-1690;15-05-2012;21-05-2012;Classe Padrao;Medio
TZ-2014-9260;08-05-2014;13-05-2014;Classe Padrao;Medio
GH-2012-6170;11-09-2012;16-09-2012;Classe Padrao;Medio
TZ-2011-8300;18-07-2011;23-07-2011;Classe Padrao;Medio
NI-2011-3480;14-12-2011;19-12-2011;Classe Padrao;Medio
MX-2014-115707;25-09-2014;29-09-2014;Segunda Classe;Medio
MX-2011-118087;06-09-2011;06-09-2011;Mesmo Dia;Alto
ES-2014-3504841;04-06-2014;09-06-2014;Classe Padrao;Medio
ES-2011-4154564;08-08-2011;14-08-2011;Classe Padrao;Medio
IN-2013-55184;08-06-2013;14-06-2013;Classe Padrao;Baixo
CA-2013-113138;20-11-2013;26-11-2013;Classe Padrao;Medio
US-2013-150567;18-05-2013;22-05-2013;Classe Padrao;Alto
US-2013-128678;16-09-2013;21-09-2013;Classe Padrao;Medio
CA-2012-167696;16-09-2012;21-09-2012;Classe Padrao;Medio
TU-2013-1970;04-04-2013;07-04-2013;Segunda Classe;Alto
TU-2013-3390;17-06-2013;23-06-2013;Classe Padrao;Medio
ZI-2013-3030;21-09-2013;23-09-2013;Primeira Classe;Alto
US-2013-151246;22-11-2013;26-11-2013;Classe Padrao;Medio
US-2011-162460;09-06-2011;13-06-2011;Classe Padrao;Medio
ES-2012-4604882;09-11-2012;14-11-2012;Classe Padrao;Medio
ES-2013-2744518;20-11-2013;20-11-2013;Mesmo Dia;Medio
ES-2014-5890715;10-11-2014;16-11-2014;Classe Padrao;Medio
IN-2011-33645;25-03-2011;30-03-2011;Classe Padrao;Medio
IN-2014-83310;19-09-2014;24-09-2014;Segunda Classe;Medio
CA-2014-114440;15-09-2014;18-09-2014;Segunda Classe;Medio
CA-2014-148985;12-11-2014;16-11-2014;Segunda Classe;Medio
TU-2011-2530;15-04-2011;18-04-2011;Segunda Classe;Medio
NI-2013-5830;03-04-2013;07-04-2013;Classe Padrao;Alto
KE-2011-9210;19-07-2011;23-07-2011;Segunda Classe;Medio
HU-2014-400;23-05-2014;28-05-2014;Classe Padrao;Medio
TU-2014-130;12-09-2014;17-09-2014;Classe Padrao;Medio
NI-2014-7450;20-11-2014;20-11-2014;Mesmo Dia;Alto
MX-2014-168298;11-09-2014;15-09-2014;Classe Padrao;Medio
ID-2014-71606;15-09-2014;20-09-2014;Classe Padrao;Medio
IN-2013-16516;04-10-2013;09-10-2013;Classe Padrao;Medio
IN-2011-35857;02-02-2011;07-02-2011;Classe Padrao;Medio
IN-2014-86726;19-12-2014;23-12-2014;Classe Padrao;Alto
US-2011-156216;13-09-2011;17-09-2011;Classe Padrao;Medio
MX-2014-139220;07-10-2014;11-10-2014;Classe Padrao;Medio
US-2013-152842;30-03-2013;04-04-2013;Segunda Classe;Medio
MX-2012-131569;30-08-2012;03-09-2012;Classe Padrao;Alto
MX-2011-162936;25-01-2011;29-01-2011;Segunda Classe;Medio
US-2014-142944;10-09-2014;13-09-2014;Primeira Classe;Medio
ES-2014-4913372;07-02-2014;11-02-2014;Segunda Classe;Alto
ES-2012-4180291;20-09-2012;24-09-2012;Classe Padrao;Medio
IN-2014-35311;19-11-2014;23-11-2014;Classe Padrao;Medio
IN-2011-82533;09-12-2011;13-12-2011;Classe Padrao;Medio
ID-2013-84199;12-09-2013;17-09-2013;Classe Padrao;Medio
CA-2011-134061;29-04-2011;04-05-2011;Classe Padrao;Medio
CA-2013-166625;15-04-2013;18-04-2013;Primeira Classe;Medio
CA-2014-143084;19-03-2014;23-03-2014;Classe Padrao;Medio
CA-2014-117009;23-09-2014;29-09-2014;Classe Padrao;Medio
SA-2013-8810;07-01-2013;13-01-2013;Classe Padrao;Baixo
HU-2012-5560;20-12-2012;25-12-2012;Classe Padrao;Medio
ID-2014-57074;11-06-2014;17-06-2014;Classe Padrao;Medio
IN-2012-42920;08-06-2012;14-06-2012;Classe Padrao;Medio
IN-2014-40722;29-01-2014;03-02-2014;Classe Padrao;Medio
CA-2013-165673;16-05-2013;20-05-2013;Segunda Classe;Medio
CA-2011-161634;14-11-2011;20-11-2011;Classe Padrao;Medio
CA-2013-136322;22-10-2013;27-10-2013;Classe Padrao;Medio
NI-2013-4580;07-08-2013;12-08-2013;Classe Padrao;Medio
IZ-2013-5860;19-11-2013;26-11-2013;Classe Padrao;Medio
AE-2013-1530;31-12-2013;03-01-2014;Segunda Classe;Alto
UP-2012-1010;26-01-2012;31-01-2012;Classe Padrao;Medio
MX-2014-131730;18-10-2014;25-10-2014;Classe Padrao;Medio
MX-2011-168081;29-12-2011;04-01-2012;Classe Padrao;Medio
ES-2014-1141847;04-06-2014;08-06-2014;Classe Padrao;Medio
CA-2014-135783;23-04-2014;25-04-2014;Primeira Classe;Alto
CA-2011-138296;05-12-2011;12-12-2011;Classe Padrao;Medio
CA-2014-157112;24-04-2014;27-04-2014;Primeira Classe;Critico
CA-2014-162096;11-11-2014;11-11-2014;Mesmo Dia;Critico
US-2014-138086;17-04-2014;21-04-2014;Classe Padrao;Alto
CA-2013-113117;17-08-2013;23-08-2013;Classe Padrao;Medio
NI-2012-7670;05-03-2012;09-03-2012;Classe Padrao;Medio
CG-2014-1070;15-09-2014;16-09-2014;Primeira Classe;Alto
TU-2014-530;29-11-2014;04-12-2014;Classe Padrao;Medio
MX-2012-104528;18-12-2012;25-12-2012;Classe Padrao;Medio
MX-2012-151211;13-09-2012;18-09-2012;Classe Padrao;Medio
MX-2013-102764;25-06-2013;27-06-2013;Primeira Classe;Alto
MX-2013-169691;05-12-2013;11-12-2013;Classe Padrao;Medio
ES-2014-1119560;19-12-2014;20-12-2014;Primeira Classe;Alto
IT-2014-2328162;01-08-2014;01-08-2014;Mesmo Dia;Medio
IN-2012-82372;18-08-2012;22-08-2012;Classe Padrao;Medio
IN-2011-85718;18-08-2011;23-08-2011;Classe Padrao;Medio
CA-2012-100573;25-09-2012;01-10-2012;Classe Padrao;Baixo
CA-2014-165757;23-06-2014;29-06-2014;Classe Padrao;Medio
US-2014-165953;01-01-2014;07-01-2014;Classe Padrao;Medio
CA-2011-109890;21-07-2011;27-07-2011;Classe Padrao;Medio
CA-2014-152968;27-05-2014;31-05-2014;Classe Padrao;Medio
CA-2014-140536;05-04-2014;06-04-2014;Primeira Classe;Medio
RO-2012-4620;30-10-2012;04-11-2012;Classe Padrao;Alto
IT-2012-3009110;21-09-2012;25-09-2012;Classe Padrao;Alto
ID-2014-17657;25-06-2014;30-06-2014;Classe Padrao;Medio
ID-2011-22116;16-11-2011;20-11-2011;Classe Padrao;Alto
CA-2014-109757;05-09-2014;10-09-2014;Segunda Classe;Medio
CA-2014-125745;01-07-2014;05-07-2014;Classe Padrao;Medio
EG-2014-2620;24-06-2014;30-06-2014;Classe Padrao;Medio
GH-2013-7020;29-08-2013;03-09-2013;Classe Padrao;Alto
TU-2013-7100;25-08-2013;01-09-2013;Classe Padrao;Medio
SG-2014-360;19-09-2014;23-09-2014;Classe Padrao;Medio
TZ-2013-4510;04-01-2013;08-01-2013;Classe Padrao;Alto
US-2014-145975;25-10-2014;30-10-2014;Classe Padrao;Medio
MX-2014-116883;22-09-2014;27-09-2014;Classe Padrao;Medio
US-2013-123148;11-01-2013;15-01-2013;Classe Padrao;Alto
ES-2012-3308849;02-01-2012;06-01-2012;Classe Padrao;Medio
ID-2013-79579;13-09-2013;17-09-2013;Classe Padrao;Medio
CA-2012-111703;02-07-2012;09-07-2012;Classe Padrao;Medio
CA-2014-107909;02-09-2014;07-09-2014;Classe Padrao;Medio
US-2013-131114;10-12-2013;14-12-2013;Segunda Classe;Medio
CA-2013-158617;23-09-2013;29-09-2013;Classe Padrao;Medio
US-2014-125808;13-11-2014;16-11-2014;Segunda Classe;Alto
CG-2014-5060;25-04-2014;01-05-2014;Classe Padrao;Medio
EG-2013-3460;19-08-2013;24-08-2013;Classe Padrao;Medio
TU-2013-2480;23-12-2013;23-12-2013;Mesmo Dia;Medio
UP-2011-3340;30-11-2011;04-12-2011;Classe Padrao;Medio
MZ-2014-9560;31-10-2014;06-11-2014;Classe Padrao;Medio
NI-2014-4150;08-10-2014;08-10-2014;Mesmo Dia;Alto
TX-2014-4340;20-06-2014;25-06-2014;Classe Padrao;Alto
NI-2013-2540;04-09-2013;09-09-2013;Classe Padrao;Medio
MX-2014-153556;24-12-2014;29-12-2014;Classe Padrao;Medio
MX-2011-135251;19-09-2011;26-09-2011;Classe Padrao;Medio
US-2011-123078;08-06-2011;12-06-2011;Classe Padrao;Medio
MX-2012-136455;02-03-2012;07-03-2012;Classe Padrao;Medio
MX-2012-111206;09-01-2012;16-01-2012;Classe Padrao;Medio
CA-2014-159352;13-03-2014;18-03-2014;Classe Padrao;Medio
CA-2011-138023;15-08-2011;18-08-2011;Primeira Classe;Medio
CA-2013-130484;23-08-2013;28-08-2013;Classe Padrao;Medio
CA-2013-117408;01-09-2013;07-09-2013;Classe Padrao;Baixo
US-2013-134369;17-09-2013;23-09-2013;Classe Padrao;Baixo
TU-2013-3840;07-12-2013;12-12-2013;Classe Padrao;Medio
UP-2014-4410;31-12-2014;04-01-2015;Classe Padrao;Medio
EG-2013-1620;06-02-2013;10-02-2013;Classe Padrao;Alto
US-2013-107300;12-03-2013;16-03-2013;Classe Padrao;Medio
MX-2012-128566;30-03-2012;05-04-2012;Classe Padrao;Baixo
MX-2013-125682;26-06-2013;01-07-2013;Classe Padrao;Medio
IN-2011-39861;30-12-2011;04-01-2012;Classe Padrao;Medio
CA-2014-105074;25-06-2014;30-06-2014;Classe Padrao;Medio
CA-2011-165974;29-06-2011;06-07-2011;Classe Padrao;Medio
US-2014-146416;21-10-2014;23-10-2014;Segunda Classe;Medio
CA-2012-164336;05-07-2012;10-07-2012;Classe Padrao;Medio
CA-2011-159625;23-11-2011;28-11-2011;Classe Padrao;Medio
IZ-2013-9930;10-01-2013;14-01-2013;Classe Padrao;Medio
TX-2011-5830;29-11-2011;01-12-2011;Primeira Classe;Critico
MO-2012-7090;10-05-2012;15-05-2012;Classe Padrao;Medio
EG-2014-2860;14-06-2014;18-06-2014;Segunda Classe;Alto
IR-2014-7170;05-11-2014;08-11-2014;Primeira Classe;Medio
MX-2013-118773;22-11-2013;26-11-2013;Classe Padrao;Alto
MX-2013-115868;06-07-2013;10-07-2013;Classe Padrao;Medio
ES-2014-3701138;06-02-2014;13-02-2014;Classe Padrao;Medio
IN-2013-71193;09-11-2013;15-11-2013;Classe Padrao;Medio
ID-2012-54043;17-04-2012;23-04-2012;Classe Padrao;Medio
IN-2013-80818;18-12-2013;21-12-2013;Segunda Classe;Medio
CA-2013-140634;04-10-2013;07-10-2013;Segunda Classe;Medio
CA-2011-129168;17-08-2011;23-08-2011;Classe Padrao;Medio
CA-2014-130771;30-07-2014;04-08-2014;Classe Padrao;Medio
CA-2014-146724;21-11-2014;28-11-2014;Classe Padrao;Baixo
CA-2014-107461;22-12-2014;27-12-2014;Segunda Classe;Medio
CA-2012-169677;13-01-2012;15-01-2012;Segunda Classe;Alto
HR-2012-6300;16-11-2012;20-11-2012;Classe Padrao;Medio
TU-2013-150;04-12-2013;08-12-2013;Classe Padrao;Medio
KE-2014-4370;09-12-2014;12-12-2014;Primeira Classe;Medio
TU-2013-7380;13-12-2013;18-12-2013;Classe Padrao;Medio
SF-2014-9190;17-12-2014;21-12-2014;Classe Padrao;Medio
MO-2012-880;12-06-2012;17-06-2012;Segunda Classe;Medio
US-2014-133739;03-12-2014;10-12-2014;Classe Padrao;Medio
MX-2011-139983;20-10-2011;23-10-2011;Primeira Classe;Medio
